text,true_label,predicted_label,confidence
Jnb wazirazam pakistan or mery pyre leader srf bolny se yah btnaay se kuch ni hota yah tu sabit krwa de ky hm kamzor han yah phr ilan kr de ky masly ka hall srf jang hai es ky ilwa kuch nahi,neutral,anger,0.804807
"*Light jaany k baad* Other Countries: O shit.! Pakistanis: Bahir jaa k dekho, sb ki gai hai ya sirf hmari hi gai hai.?",happy,surprise,0.8038781
Q- What was Naikoo's favorite song? A- Hum wo Hain Jo do aur do paanch bana dein.,neutral,happy,0.80313843
sb it was nice speech. lakin i dare you k ap mere area mn aa k dekhian ap saans lena bhol jao gy speech tu dur ki baat ha. air pollution at peak level and no sign of road from last years. no tabdeeli Murad Sb,neutral,sad,0.8019525
Rap ka badshah nahi....rap ka honey singh aa gaya hai....he got bling bling bling ..he dont have a crown but still he is the king .... Welcome CuBaaa,neutral,happy,0.8017547
Excellent song from the movie Tum Bin.,neutral,happy,0.7994087
": Remember he used to say, ""hum tou fakeer aadmi hai, jhola leke chal padenge."" Tou chalna! Chalta kyun nahi?",neutral,anger,0.79799384
Huhhhhh isko abhi bhi sidfever hai.....pta nhi kab Ortega nasha madam ka,neutral,surprise,0.79778063
Hamne Mana ke tagaful na kroge lekin. Khaaq ho jayenge tum Ko Khabar hone tak. Kon jeete hai Teri zulf ke sar hone tak. PMModi NarendraModi Lockdown4 EconomicPackage,sad,anger,0.7977004
Ye sab khud filmo mai krti hai or dusri ladkiyo ko bhi sikhati hai inpe kya koi director or producer marega sab all r just b grade actor in every movie they do sex scenes they r slut not actress,neutral,anger,0.79703104
Jitna socha tha....... Utna acha nahi hai....but best song.,neutral,happy,0.7967284
Itni bari bat ho oor jammu walo ko patta tak na ho afsoos hota hai jammu ki demography change hoti rahi oor jammu ke dogra leader dekte rahe,surprise,anger,0.79658407
Yaar Abu ka paisa ha kissi qadar lekin akele nae liya yaar dostun ne mil k liye months k liye account! Fall semester k start mein liya tha!!,neutral,sad,0.79625314
Ye picture politics nhi hai dogle and isko dhong nhi to aur kya hai ye,neutral,anger,0.79604846
Yeah tiger is back... Aab bhaggo sab,neutral,happy,0.7958015
Theak maaan lia visa nhi lagwana perhta Parr hum us mulk kay Air port parr kexay phounchty hain Pakistan Air port walay janay daity kiya ?????? Is ka procces kiya Haaaa I am not understand completely,neutral,anger,0.79534495
sab kuch edit kiya hai bhai tumne ghalat kahania dika rahe ho i give you open challaenge that you are wrong,neutral,anger,0.7936855
Nuclear missile is on the way lion ke roar krne ka time aaa gya h,happy,neutral,0.79284084
Kis kis ko yo yo ka New style Accha laga hit like for comeback of yo yo,neutral,happy,0.79213476
Kiyun bhai ninda karne aur khuda par chhod dene se insaf ho ja ae ga kiya kab tak suno ge yeh bate yahan ka qanun sirf Gujarat police ki bap ki miras hai kiya is ke liye awaz utha o tab haqiqat ho ga qanuni tariqe se,neutral,anger,0.7920803
Maine like sirf islye because I'm YO YO biggggggeeesssssttttttttt fan&I'm sooooOOOOoOooooOOOOoooooOOOoooooOOOooO happpYYYYyyyyyyyyy YO YO is back....kon kon YO YO k VapS aane se happy h&YO YO k fans like my comments...hmmm,neutral,happy,0.7914135
Ab toh Badshah aur Raftar bhi repeat pe sunn rhe honge Yeh beats kider se layke aya Yo Yo Honey Singh,neutral,happy,0.791065
tumare to apne afghans logon ne b kyber province ka naam afghania nahi rakha jab k chaudry ka jo pakistan map tha us mai pakistan ka a afghania hai tumare afghano ki govt thi mai r ohno ne kyber naam rakha again israeli nam,neutral,anger,0.7908674
Honey singh bekarr only expose models body...aaa thuuuu....be decent and maintain some good standard.. get lost,anger,neutral,0.7906752
Honey singh fans like Emiway fans comment Raftaar fans dislike Jo kiske bi fan nhi hai..vo thino cheez krlo,neutral,anger,0.78958213
Boht acha lag Raha ho apni leader k kundhay pe char,happy,anger,0.7890565
It's pretty nice when you do something like this achi feeling ati hai,neutral,happy,0.78898495
Sahi kaha Dost se to he India Bana hai usse phele kaha tha india is duniya ki list mai Aur na koi Sarkar thi aur na koi leader Bas ABI Sal phele to Sab kaam shuru hua hai,neutral,anger,0.7889129
"Esi trah k log hotay hain Jo ghareebun ka haq marty hain, Jo sfarsh ko trajiah daity hain aur hum engineers ka haq maar kr paisy lay kr fake SDO lgwa daity hain",neutral,anger,0.7889114
ye trending me kyun nai a rh h wth is happening with YouTube,anger,neutral,0.78622574
Main apka dard samjh sakta hn our main khud aapk es Case me bht had Tak serious hn Meri Dua hamesha apk sath hai Allah apko kamiyaab Kary our es insaaf k katary me apko fatehh hasal ho Main be apk sath hn Ameen Allah apko khush rakhy,neutral,sad,0.7852609
Yr ap bhi kya insan ho. Agr news ka hawala dena hi hai to Kisi dosry TV channel ka de dety. ARY ko to PPP waly dushman smjhty hain,neutral,anger,0.78505725
"Born in Iran, he is considered among the pioneers of pop music in Pakistan! He was so popular in 's that he even worked as main lead in Pakistani films! Allah Allah kar Bhaiya, Mei bhi Pakistan hon, Meray Bachpan ke Din ... all have been sung by him! Do you know his name?",neutral,happy,0.78349227
. Rawana Kiya roka nai . . yah din roka to nai sath ki sath clear kiya . Koi certificate to nai manga . .unhone itne salike se Kiya aap ki tarah political issue nai banaya..,neutral,anger,0.78318906
"Honor s.. /10 scrachLess.. Complete boxx, Rate full and fainal. Expire warranty card.. Not open. Zbrdast phone. Battery timing bht achi",happy,neutral,0.7828464
baap baapp hota h badsha....lets rockk.....king iss backk ...,neutral,happy,0.78220785
YouTube hang ho gya. mnt se views k pe hi hn. Power of yo yo fans,neutral,happy,0.78164613
Note referbunsed ah rhi han pakistan ma zabdest mobile han ma use ker rha ho note7 live demo ma s7 edge sy bi kaml ki han note,happy,neutral,0.7810891
ab tu kin pakistanio ko keh raha tha k wo khud ko arabs r turks se jorte ya arab r turk bante pakistan mai to chand he tribes hai jo arabs ya turks se khud ko jorte ya arab r turk bante,neutral,anger,0.7799659
Aap ko yeh information kahan sy milli. Can you tell me other than English media channel. which show fabricated stories. Did you visit there personally? Bohat sy Pakistani hai jab bahir jatay hai tou apnay mulk ky khilaf Joot boltay hai ta kay nationality or asylum mil sakky.,neutral,anger,0.7781724
Assalamualaikum Ye bilkul true story he or maine ye tv news mein b dekhi thi sir u r rock,neutral,happy,0.77729356
Who loves dis song.... Guru ko maante ho toh... Yeh video b dekhlo Subscribe b krdena bhai log....,neutral,happy,0.7748665
Wah jnb apni kartooton ko chupane k lie Imran Khan ko beech main le ae boht khoob lge rahie,neutral,anger,0.7747873
Ye sincedan he hahahahahah es to acha he ye na he ho,neutral,happy,0.7730366
Bhai sach me.....rona as gaya...specially last seen me...,neutral,happy,0.771782
Oo bhai uske andar ki aag jag gayi to aaj hi chla jana hai le aane lockdown mein... Deewana kam nahin hai wo,neutral,anger,0.77167416
Tab hi tum logon ki le rhy BJP govt waly,neutral,anger,0.7715869
: Other countries: Shes my girlfriend Pakistan: Yeh teri bhabi hai,neutral,happy,0.77143216
Ertugrul Yeh Hai Pakistan Ke Wo Gold Jo Ajj Bhi Zinda Hai Jin Ki birthdaywish Google Kar Raha Hy (Super Special Lanat For ) (Taba Ho Israel Or RSSTerrorists ) KashmirBleeds ModiVirusKillingKashmiris Kashmir,happy,anger,0.7703072
"Key Takeaway Billion$ ka package Lockdown Aa raha hai Domestic Production/Brands will get next level Boost. ""Local kai liye,Vocal Bane"" COVIDindia PMModi",happy,neutral,0.7702467
Ham Pakistani phullo jesay banday ko Jab mashoor kar den Esra to phr bhi achi actor h,neutral,anger,0.7701428
Jenab Next Election main Tu wise He Bajwa Ki Company aye Ga lekn Mera Jetna Khial Bahut Jld Dekhungy K Khan Ki set pr Bajwa Kaisy Bet Ta hai Khan Ki Follower bajwa Ache Tarah Handle Kr skta Hai Jis Tarah o frdus Ki pechey Propegndy pr Yaqen krta hai tu Kia Bajwa Ose khan k pechy,neutral,anger,0.76982087
Really jitni baaar b sun lo dil ni bharta owsm heart touching,happy,sad,0.76931375
Madina anay wala hai. Its beautiful,neutral,happy,0.76872885
: Dhoka ise kehte hain _Ya Allah help our people who are in need.,fear,neutral,0.767618
Sochta rha to aj result k bad b sad hn or soch soch kr pehly b ...isleye yehi decide kia ha insan ko nai socha chaheye jo ho chuka chor do,neutral,sad,0.76718366
Kejriwalji.... staff ko salary dene ke paise apko govt ke pass hai nahi... YAh paisa kahan se denge ?,neutral,anger,0.7667393
Agar ap ko yad ho ap kay wuzraa barish hony ka credit imran khan ko de rae th kisi zamany main :/,happy,sad,0.76591045
Ek number song h. King is back bawa,neutral,happy,0.76469
Bajhi meri madad kro please me tagon se mazor ho bhot greeb ho,neutral,sad,0.76451117
Tum logon ne ni smjhna agr pti kuch ghlt krti h to hum defend bhi ni krte blk against khre hoty h tum logon ki trha ni k bssss shair g shair dua ha k ALLAH ap ko shahoor dy... Itna k ghalt ko ghlt keh sko or sahi ko sahi bss,neutral,anger,0.7635087
": ""Saamagri Tayyar Hai"" PV Narasimha Rao's gift to Atal Bihari Vajpayee:",neutral,happy,0.76293343
PTI supporters k saath aap hamdardi kar sakte hain. Expose nahi. saal say Baldia Case chal raha hai. Itni fikr hai tau govt q nahi resolve karti....cuz it was not MQM alone plus baad main un hi logon say galay bhi milna tha.,neutral,anger,0.7628523
Yar plz ase video mat banaya karo magar apki sab video bhut achi hai I like your video I subscribed your channel,happy,neutral,0.76085716
Bhai ap video worlds most expensive furniture pay banai,neutral,happy,0.7587846
"Main politically baat nahi kar rha hoon , main work ki baat kar tha hoon, government se Kya expectations honi chahiye , wo hme mil rahi hai Aur Delhi wale khush hain jabki Kejriwal ji k pas law and order nahi hai Phir bhi",neutral,anger,0.757298
1st viewer YO Yo honey Singh is back Gaano ka Badshah phir hazir after year Youtube bhi views gin nahi payega hang ho jayega,neutral,happy,0.75700814
Bsss suntee jaoo hater's abb rok K dikao,neutral,anger,0.7552409
bhai real heros of this song are neha kakker and other team member . honey bhai neha kaker ke dam pe or badshah Aastha gill ke dum par duneya jetna chate hai,neutral,happy,0.7551715
Thanks from coming... About badshah ke gane nahi padenge,neutral,happy,0.7551221
"nice information..something must be wrong.isi lye to Jahaz Ghaib ho rahe hai our un ka koi pta ni chal raha..lakin saal baad jahz ki wapisi our wo bi musafiro k sath..our poilt ka ase bolna k mare pas ni ao koi boht Chupa howa Raaz hai jo hum log samjh ni skte,.. ALLAH hi behtr janta hai..wo jo chahe kar skta hai..!!",neutral,happy,0.75445074
Chorus kuch khas nhi c..its ohk coz of autotune..but I like video coz of sexy model,neutral,happy,0.75401986
Pura song yo yo honey hi gate ti maza or aata h...,neutral,happy,0.7529396
Comeback after year.. Iss faltu song k liye..,anger,happy,0.7522934
yo yo ni sudhrneka...... waiting for the song,neutral,happy,0.7522749
Guru ka song to sabse hat ke rhta hai My favorite singer is the best in the world,neutral,happy,0.7522345
Tu fed govt resign dey kar ghar chali jae.Rootey kyun hon,neutral,anger,0.7514316
Online sa best hai ja kar shopping kar lo aaj To lockdown khatam ho gaya hai,happy,neutral,0.7512293
Aap is bank ki chori ka serial dekhe accha lagega serial ka name hai crime patrol dustak Sony tv par aaataaa hai love from india,neutral,happy,0.7510327
Jitna socha utna acha ni tha fully dipressed,anger,sad,0.7484467
Christian out of no were uth k hmay ye ni khtay k hum b muslaman hia bss hum Allah ko aik nai mantay! Shia log kahi se ye ni khtay k Allah ik nahi h or Muhammad SAW ap k Rasol nahi! Burai ko bura kh rahi ho.. Insan ko bura nahi kh rahi... Or rahi bat ye k khud kamil ho tabhi,neutral,anger,0.747772
"UzmaKhan us wqt tak justice seeker hai jb tak Malik Riaz is k muu pe or pesay na maray or in jesiyo ko chahye b kya. I won't say ""Usman"" was innocent &amp; all crap was done solely by these sisters. He must have faced the music too &amp; these ladies have been treated as they deserved.",neutral,anger,0.74769866
Man khud bht impress hui thi turkey ki qom c. Lekin na he to hm Turkish hn or na he hmare dmagh un logo jaisy khuly hn. Isliye pehle jahalt khtm krni zaroori ha.,neutral,anger,0.74630004
superb song.... but iss baar trending me kyu nhi hai.... hit like for trending,neutral,happy,0.7457673
Nice effort but collaborationkiya tha to kuch acha idea soch letay,neutral,happy,0.74573845
. yo yo is back Party toh banti h...,neutral,happy,0.74411553
abb rafaar badsha and guru bhagooo... Q k agaya yo yo Yo yo honey Singh,neutral,happy,0.74411315
Best songs yrr Har din mey bar sunta Hu Really like it,neutral,happy,0.7424829
Mere sath bhi esa hi ho raha h. Pls dev come back to me,sad,neutral,0.7414238
"Arey vo site safe nai hai, isliye delete kiya, koi aur b try krega muje dekhkr... Also changed my PW.. Baise Khushboo meri profile mein krti kya hai, kitna visit krti hai, Snow v aur Kamlesh surprised??",neutral,anger,0.73957205
Khidki aur darwaze band karke soyenge aaj se.. kitne din lagega aane mein?,neutral,anger,0.7390065
Bhaii bt glt sahe ke nh ha bt ya ha ka Toba Naozubillah Ya koi bt ho govt ke against bolte ha Imran khan qaba bhe jai ya us pa bhe tankeed krte ha pakka PTI sy hn lakn agr ya PMLN Ya PPP Ka bara ma bhe bolte to yahe likhta is ka bara ma jo abhe likha,neutral,anger,0.7387526
good brother .. Motivative videos brother. BATA. or Mr.Bata. py b ak video arrange kary... ye choti choti par achi or ehem malomaat hen,neutral,happy,0.73837477
Bas Ab Break Laga Lo xD,neutral,happy,0.7383567
What about the fuckin nawaz sharif ? Usko to wapis ana tha kaha hai ab wo? Aya nai,anger,surprise,0.7377157
Expected something more good Maza Nai aaya,sad,neutral,0.73760307
Ami nai daalnay daiti unk khayal ma khajoor aur meway k sath corns blasphemy hai,neutral,anger,0.73722
Aaj k time mai log sirf apne bare m soch rahe hai but aapne ne unki help ki jinhe aap jante bhi nhi ho koi relation bhi nhi hai agr humre heros ko kisi se kuch sheekhna ho to aapse sheekhe movies mai to sab hero hai but real hero aap ho................ god bless you Sonu........,happy,sad,0.73653966
Amish devgan ji Kya aap sach mein nahi darte toh aap common man ko reply kyu nahi karte . Common man ki b help kar do. ya phir politician ke liye kaam karte ho.,neutral,anger,0.73635083
Who brought us into world of rap..:honey singh Bhai kuch bhi kaho apne schools ke dino me khoob sune hai honey ke gaane,neutral,happy,0.7355259
PEMRAShouldBanIqrarARY Why This hashtag is Trending O Duniya Waloon iqrarulhassan Jaisa Banda Pakistan main nahi hai Shukar Karo Is Bande ka is bande ne bohat se logon ka Asli Chehra Dikhaya Hai We Love you WeAreWithYou,neutral,happy,0.73538136
salute to both countries..insan galat nai hote unki greed galat hoti hai..na hindu ka na musalmano ka mujhe tang hai baimano ka,neutral,happy,0.7344834
Mobile to js trha ka hai mujhe to is k sath GB month k leye free mili hai baqi mobile acha hai camera thek hai touch good hai aur bettry timing b achi hai OTG spported ni hai usb to wesy b ni hai. Camera acha hai Thankx Qmobile for more info,neutral,happy,0.7344363
Socha tha! Jesa Gana Nhi Is Baar Honey Singh ka Jaadu Nhi Chalega Sayad . Best line :19 In this Video Agree Ho To Like Kro,neutral,happy,0.73365235
ArvindKejriwal ap ne urdu newspaper ko madad nahi ky,neutral,anger,0.7329817
Jaldi video daaaalo can't wait yaar,neutral,happy,0.7329023
Abhi Sare record Tut jayenge Yo yo is back after years Now this song complete M views in just days,neutral,happy,0.7317472
Haha aaj kal tu lockdown hy phir b taras rhi hain ap chuttion main tu bs niand he niand,happy,anger,0.73136824
Baap baap hota hai Faltu singerss ka tym khatam Yoyohoneysingh agaya if uhh agree..? Like thoko,happy,neutral,0.7313341
"Aare chacha, anchor decide nhi karta ki kya news deni hai. Ye news channel decide karta hai. Kaun si duniya mai ho?",neutral,anger,0.7312259
: Hum jantay Hain end par akelay reh Jain gay hum jantay Hain is duniya main koi mukhlis nahi hum is baat ka izhaar b krtay,neutral,sad,0.7298978
I like you guru pr iss song pe ill say Kuch bhi hai,neutral,happy,0.7296755
Are yaar all comments kaha gayi.. Sayad hang Ho Gaya..... Only Yo Yo Honey Singh...,neutral,happy,0.7294022
Congrece pagal ho chuke hain Kya masuri media ko chhod rahe hain na kise aur ko,surprise,anger,0.7287355
"ne kaha, Hakoomat Corona ko Rokna nhi phelana chahti hai Sir, kia hum bhi Italy ki trhan din Army Trucks ko apne bhai behno ki lashain ley jaty dekhna pady ga ? Halat mazeed khrab ho skty, Allah kheir kary bss",fear,anger,0.7282301
Honey is back baki sub pack,neutral,happy,0.7281888
the real yo yo is back again... sala kaan pak gya tha motu ka phaltu rap ko ignore krte krte,anger,happy,0.7281446
Are pakistan me jis hindu ko taqleef hogi oh apne app ajyga app india ko dekho na india me konsa accha ho rha hai,neutral,anger,0.72789824
Ksi la ghar???? Wo ghar usk shohar ka ha ksi ka nh dear yaha log choti c bat p ik dsry ko marny a jaty ha khuch dino pehly punjab k ksi area main pasand ke shadi p larki k ghar walo ne larky ko Kulhari se mar k zakhmi kr dia es ne to phr apni barbadi p shor dala,sad,anger,0.72775346
Yar eid sy play station ki koi new game khareed sakta hai banda. LOVE IS TRASH EVERYBODY NEEDS CASH,neutral,sad,0.7274918
Jaaa sun sexyyyyy hai songggg,neutral,happy,0.7271483
Where are you Yo Yo army dheko bhai kon aaya hai.sbki Jaan,neutral,happy,0.72593474
Yaar is se mjhy ashfaq ahmad ka drama yaad agya. Jis mn nabeel actr thy. Wo village se apni mangetr se jldi any ka keh sheher aaty hn kam k lye. Rasty mn ek qabrustn mn ek lady unhn kch pesy deti hy or kehti hy k jb waps ao to mjhy wapis dena. Wada leti hy. Us pesy se wo bht kamata hai waps jty huy b usi lady se mulaqat hoti hy wo promise yad krwati hi pr usy yaad hi nhi aata. Wo lady sri trf chli jti hy phr usy yad ata hai to wo peechhy jta hai lkin wo sri dunia mn hoti hn wahan wo srf min rukta hai islye uski ge bilkl same hoti hai lkin dunia k ki saal guzr gay hoty hn or jb wo villag pohncht hai to uski feoncy old ho chuki hoti hy. May be ye jahaz asii ksi jga entr hogya ho. Any body remember that drama???,surprise,sad,0.7256784
"Typical Punjabi style .. car , ladki and Acha sa location bhai lyrics bhi koi cheese hoti hai koi inko samjhao...",anger,neutral,0.72498953
Titanic angrazo ka gurror ki wajha se duba kiun keh unhon nen kaha kah ye jahaz dub nahi sakta yahan tak kay ye bhi kah dia kah isey khuda bhi nai duba sakta if you agree so like my comment,happy,neutral,0.72489893
Aur chori kitni ki hai inn agrements main chorooooo,anger,neutral,0.72450006
Chalo yar aab ho gaya baki sub ka pack up. BOSS is here. Yo Yo Honey King.,neutral,happy,0.7238849
Abi b Time h Delhi ko bachane ke lie. Delhi m bilkul bhi lockdown ko follow ni kia ja rha h.Agar puri trah se choot se jayega to Aane walo dino m Delhi b Maharashtra ka record tod degi.,fear,anger,0.7224098
Kia Private Students ya Repeaters Ny PTI ko vote dy kr galti krli hai? Kia yehe Tabdeli hai?? Sir Sir ap iis msly ko Solve kren Private Repeaters sub ko pass kren PTI ko Badnam na kren Apko Vote deny wali yehe Youth hai Students hain Please Pass All Students....,neutral,anger,0.7223562
Song acha hy pr lekin rab kbhi nai bdal sakta tarey suraj never change always so kufara song,neutral,sad,0.7221869
"tm log sirf indian aur kashmiri muslims k liay sher ho,le ao army kis ne roka he.",neutral,anger,0.7220923
super song lekin me socha tha our bhi achha hoga.,neutral,happy,0.72179145
Kya problem hai aunty aapko??,anger,neutral,0.72083527
Kiya song he vaii ka.... Amazing my big brother,happy,surprise,0.72080535
Mam ye batain wo sochain Jo iss hakomat ko lany waly hain ham soch soch kr halkaan q hon k jab Kuch kr b nai skty,neutral,anger,0.7202773
Waisy jo Allah miyan ny Imran khan k sath kia hai. Woi policy mery sath hai unki sy !,happy,neutral,0.7185894
"Paper to fir bhi dikhane parenge, collect kar lo. Ek ek jihaadi ko dauda dauda kar bahar nikalenge. Sirf achche log (muslims mein bhi) rahenge ab India mein, kachra Sab bahar. Locked down khulte hi kaam shuru",neutral,anger,0.71748936
billion views ...Yo Yo Come back... Ye Song Bollywood Ka phla song Jo billion views Hoga ..,neutral,happy,0.71726847
Dheel nahi deni chahiye... Govt. Economy down hone k wajh se hi lockdown me dheel dena chah rhi hai to govt. Ko liquor (alcohol) se pehle hi itna tax profit ho gaya hai jisse vo gareebo ki madad kar sakti hai.. YesToLockdown,neutral,anger,0.7170411
and class students on hearing about their exams news: Mei doob raha hu lekin abi dooba tou nhi Meanwhile uni students; Dil mei mere Hy dard e disco...,neutral,sad,0.7170343
hum jinhain apna sb k h manty wo humain ditch krwa jaty hain pta ni q,neutral,anger,0.7170243
Yaar hamare paas cheap labor and skilled manforce dono hai ... Bas infrastructure ke nam par Kuch Nahi .... Private companies don't wanna come here due to political mafias ... industryinbihar,neutral,anger,0.7166137
"congratulations POK ke Sath sath ab Tibet bhi jayega, plz pass on my heartfelt condolences oh sorry congratulations to Pakistan's new papa China",anger,happy,0.71467406
"Rs. crore mange thay koi , saal pehle. Rs. bhi nahi mile muajzati torr pe... Allah se kaho bande do rakh lien?",sad,anger,0.71407604
"MahaMess Newspaper mein taunt bhare comment marne se kuch nahin hoga, Kaam karna hoga. Koi Sanjay Raut ko itni si baat samjha de.",neutral,anger,0.7130173
Is dress me to choori chal bhi na pave hai Billi ko kabhi bhi chal hat na bole warna rasta kaat degi,neutral,anger,0.71201646
I love dis song Or mera bhi yahi haal hone wala hai jo is ladki ka hua hai last me,fear,happy,0.7117
"Oh please take care, and stop overthinking if you are, can tell from experience sardard ke alawa kuch ni hota. And everything will be fine.",neutral,anger,0.7114182
Kya kar lenge jaan kar aap sir.. Kuch farak nahi padna.. Wait kar lijiye... Typical bollywood movies ke climax ki tarah kyu acting kar rahe hain,neutral,anger,0.7111671
Honey bhai is back ab sare rapper out honge... badshah to bagega ab,neutral,happy,0.710817
It is really a heart touching song and video . Kisiko ko itna bada Dhoka nhi Dena chahiye . Love this song,neutral,happy,0.7098185
dislike wale badshah Raftar ke fan hai,neutral,anger,0.7095032
Baaji' film kesay ni dekhi ap nae????? Uska opening song hai. Stupid ending thi lmao so acha hi hai nahi dekhi,neutral,happy,0.70950204
Tu rd class me h ky,anger,neutral,0.7092434
Twitter par Bigg Boss organise karna hain kya?,happy,neutral,0.7087515
Girls car mistake ye kya kiya guru,surprise,neutral,0.70824224
yr kuch smj ni a rahi that....Who is Sadaf??? There is confusion in pix....???,neutral,anger,0.70807177
Download kar dia pura din song sunu ga,happy,neutral,0.70703286
Ap ap k song ka hy wait kr rhy thy,happy,neutral,0.7067176
But comparatively pakistan and india mai aisi hawas zada hai,anger,neutral,0.7056367
Maths to thik se karle .... ata hai ya bilkul hi chamcha ho gaya hai... Loosers,neutral,anger,0.7052175
": million views on ertugrul episode , ab liberals ki bechaini samjh ati hai",happy,neutral,0.7045663
"Words can make you. They can literally break you. Please, dont be ruthless with your words especially towards someones physical appearance. Banda sheesha dekhna bhi chor deta hai.",neutral,sad,0.70413715
Market wale pagal to nai ya awam ko bewakoof samja hy kia... Why gb ? Wo b SD0 me.... O.o Base version introduce kare gb ram gb wala... Uski price b kam hy....,neutral,anger,0.7028345
KB/s par do mahino sai chala rahai hai. G ki to ab ummed bhi nahi hai. Pehlai jammu mai alag system tha .kashmir mai net band bhi hota tha to yaha kabhi g band nahi hota tha. khatam hoya ham jammu valo nai support kiya. Aur hamai yai inam mila. Jantu,neutral,anger,0.70245194
India's biggest music video .... Koi shk nhi,neutral,happy,0.70240915
SonuSood Bhai jo log ye bolre hai sonu bhai ko padma award milna chaiye bilkul sahi khere hai kuch months baad ek padma awards link provide krege form filling for padma awards so we all can name SonuWithMigrants humanity SonuSood_A_Real_Hero,happy,neutral,0.70162785
"Exactly aur Mujhe un logo k liye afsos horaha hai Jo genuinely sab precautions le rahe hain and doctors and their families, they would suffer because of these careless people",anger,sad,0.7010788
Allah will get ur revenge mere bhai Allah k han bht acha insaaf milta hai.,neutral,happy,0.7009282
year old army ne bhi like kiya kyuki Honey bhai ko Kon dislike kr sakta hai.,neutral,anger,0.7007408
Nice PR exercise. Abhi Modi channel (Times Now) ne Lockdown main survey kar diya aur % popularity b dekha di. Kiss Hindustan main Survey kiya bhai yaha toh Lockdown hai.,anger,happy,0.7000861
Sony Liv mei episodes dhoondne bahot mushkil hain. And bahot saare hain bhi nahi,neutral,surprise,0.6999584
"dears boht achha mobile ha or battery time b achha ha bs percent charge hojaye tu os k baad pehlay , percent jaldi kam ho jatay hain likin os k baad parecent jaldi kam nehi hotay or achha battery backup deta ha or iska touch boht he soft ha or display b pyara ha kafi bright ha or sound quality boht he achhi ha or ear speaker b achha ha or speed performance boht achhi ha multi tasking k doraan slow or hang nehi hota or charge b jaldi hojata ha or heat nehi hota likin garmi ha or zayada use hooga tu kuch na kuch heat tu hooga he or back camera achha ha or front cam bas theek ha or front cam mein ek problem arehi thee wo ye k camera rome ki normal light mein dark tha likin footej camera install karnay k baad ye problem over all cam ki theek hogai or back par flash light bright ha likin front ki bright nehi ha or finger print b fast ha.",neutral,happy,0.69959444
": Finger : kya hua dibbe se ghee nhi nikal rahi Finger : nhi, help kardo F I N G : ab thik hai",neutral,happy,0.6995746
YE INDIA KE SARE SONG KE RECORD TODEGA B JALDI HONE WALA NICE JOB BHAIJEE.,happy,anger,0.6989997
"What do you mean dude? woh bhi apnay restaurant ki baat ker rehay hain, ussi restaurant say logon ko free main khana daitay rahay hain, which is the reason why he requested the gov to reopen it.",neutral,anger,0.6981215
We are muslims aur hame allah humesha apni hafazat me rakhe ameen,neutral,happy,0.6974098
Pta ni Kisi ke man me ye Aya ki ni par ye video me Jo background music dala hai wo kisne Kia hai matlab usko sun k aisa LG ra jese asli gun shots chal re. Kaun h mahaan insaan Jo isme audio mix krke video upload krra hai,neutral,anger,0.6967207
Baap of rap is back.......kisko iss gane par M dekhna hai like here,neutral,happy,0.69664633
yaar kya museebat hai lez see ab hota hai ya nai,sad,anger,0.6964958
Or hum ap k in leaders per lanat bejty ha g,anger,neutral,0.6958987
To phr Karachi M KYA Tha Saeed ghani k hlqy k school M.?,neutral,anger,0.69441617
In madam ke husband bhi MLA hai Congress party SE. (SBS NAGAR PUNJAB ),neutral,anger,0.6943357
saChi bht acha kiya is larki na bht strong hain Allah ishay asa He Hmsha khush rkhay best of luck for you !,neutral,happy,0.6940862
"People asking each other ""apne ya apne ksi door k jaan ne walon me se bta do ksi ko Corona hai? "" And then ""Yeh Amreeka ki Sazish hai bla bla.."" will now see thousands and even more cases per day just after few days! LockdownEnd COVIDIOTS Pakistan",neutral,anger,0.6940165
Rapers Tum sab ka baap aagya Yo Yo Fans Hit like.,neutral,happy,0.6909429
sir hum kps unit me kam karte the contract hamara Mukesh Kumar hai Jo April ka salary nahi de Raha hai company wale vol rahe hai ki contractor se mago hum log Kya kare sir,neutral,fear,0.6900815
"Isnt that rich when reciprocal actions from pak are a luxury? None amongst the masses here want animosity with Pakistanis, but, tranquility without cognisance is wastage of effort. Taali dono haathon se bajti hai dost chahe dushmani ho ya dosti. Expectations hamari bhi hain.",neutral,anger,0.6895569
waqarzaka Owsem question khalifaa wakt tu sab kain samne payesh hoty thy koi standard set nai thy ya qadyanio kain kase khalifaa hain log sawal poch rhy wo a ni sakty..,neutral,anger,0.6895435
Gaand deep lick kerwane mei bahut maazza aata hai..meri toh jab koi cheap auraat gaand lick kerti hai toh mei lund kaa sara maal aur pishaab bhi uske muh per daal deta hu....koi Delhi mei cheap Raand ladki Bhabhi ho toh DM,neutral,anger,0.68948406
Inki bolti UN meine bhi band ho jaati hai...,anger,neutral,0.68933326
"Pata nahi kab tak or wait karna padega, ab to bharosa uth gaya, mahagun builer se UPRERA se and yogi sarkar se bhi, aadhi life Rent+EMI dene me nikal jayegi... koi nahi sun raha",sad,anger,0.68918145
Abhi tak hum log super hero movie me dekhte the but reall super hero sonusood G hai,happy,neutral,0.6890682
Agar fake domicile certificate par action hua to sare MPA MNA minister senator shayad sub bogus case me out ho jaen so please don't expect anything from jam and current previous and even upcoming government as well. Kyun ke ye Balochstan hai sir,neutral,anger,0.6884308
