text,token,attribution_score,true_label,predicted_label
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁r,0.19912609457969666,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,ha,-0.07746125012636185,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁hai,-0.19198226928710938,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁complaint,0.0962257981300354,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁kr,0.019245408475399017,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,do,0.05313125252723694,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁police,0.33276453614234924,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁me,0.009459641762077808,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁,0.03592219948768616,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,.,0.09492845833301544,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁,0.012246720492839813,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,.,-0.011742956936359406,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁agat,-0.023982467129826546,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁action,-0.02427511103451252,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁na,-0.1600589156150818,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁ho,-0.04003359377384186,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁to,0.24793696403503418,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁phr,0.16813629865646362,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁khu,0.1747947633266449,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,d,0.029101477935910225,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁action,0.09714685380458832,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁le,0.11623100191354752,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,lo,0.03699421137571335,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁kya,0.03092414326965809,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁,-0.14890018105506897,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,tention,0.1370038241147995,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁hai,-0.42378491163253784,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁,0.15586845576763153,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,.,0.08802299946546555,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,▁,0.11664297431707382,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,.,0.17538346350193024,neutral,sad
Yaar face dekh lo jo aisa kr rha hai complaint krdo police me ..agat action na ho to phr khud action lelo kya tention hai..,</s>,0.0,neutral,sad
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,<s>,0.0,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁Bhai,-0.10460393875837326,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁a,0.01595279388129711,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,ise,0.0018782600527629256,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁du,0.08559010177850723,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,kh,-0.027001716196537018,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁aur,0.005862375721335411,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁bi,0.04786892235279083,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,mari,0.04941583424806595,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁ke,0.12276828289031982,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁waqt,0.018850980326533318,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁main,-0.01991938427090645,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁har,0.01191965863108635,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁koi,0.02875404804944992,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁Ap,0.015408056788146496,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,ne,0.026378244161605835,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁Ghar,-0.11623670160770416,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁wa,-0.08530110865831375,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,lon,0.3270321786403656,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁ke,0.46979179978370667,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁pass,-0.04862960800528526,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁hi,-0.0061408779583871365,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁Jana,-0.34587782621383667,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁cha,-0.03237668797373772,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,he,0.015043314546346664,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,ga,-0.020104264840483665,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁,-0.007582550402730703,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,.,0.31465810537338257,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁,0.48843589425086975,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,.,-0.030499733984470367,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁,0.08474119007587433,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,.,-0.046431317925453186,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁Ap,-0.08193422108888626,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,ke,0.012936504557728767,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁logic,-0.13691525161266327,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁ke,0.026127014309167862,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁his,0.09954501688480377,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,aab,-0.07393663376569748,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁se,-0.09926575422286987,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁toh,0.027008600533008575,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁America,0.09900444000959396,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁England,-0.024690687656402588,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁wa,-0.1037462055683136,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,lon,0.20946824550628662,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁ko,0.12154825776815414,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁wapi,-0.004057006910443306,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,s,-0.015008940361440182,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁aan,-0.005972907412797213,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,a,0.044676586985588074,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁hi,0.046155963093042374,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁nhi,0.012622921727597713,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁chahiye,-0.024321788921952248,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,▁tha,-0.030730843544006348,neutral,anger
Bhai aise dukh aur bimari ke waqt main har koi Apne Ghar walon ke pass hi Jana chahega...Apke logic ke hisaab se toh America England walon ko wapis aana hi nhi chahiye tha,</s>,0.0,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",<s>,0.0,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁lock,-0.1626904010772705,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",down,-0.13712888956069946,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁me,0.055984724313020706,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁electric,0.05676279589533806,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",ity,-0.02723940648138523,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁bill,-0.14796607196331024,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁ma,-0.1176786869764328,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",ff,-0.022365737706422806,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁to,-0.13980644941329956,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁door,0.025860557332634926,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁ki,-0.008095214143395424,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁bat,-0.04336822032928467,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁hai,-0.05389324203133583,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁ps,-0.3046342730522156,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",p,-0.026696423068642616,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",ck,-0.009225395508110523,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁k,0.012656694278120995,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁bill,-0.1519644856452942,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁same,0.20663979649543762,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁date,-0.10336895287036896,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁k,0.024855077266693115,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁hai,-0.11057732254266739,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁may,-0.08034977316856384,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁ke,-0.061720989644527435,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁but,-0.011838527396321297,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁due,-0.022454338148236275,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁date,-0.01115837786346674,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁may,-0.29585856199264526,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁a,-0.12623107433319092,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",lag,0.16245055198669434,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",-,0.09173775464296341,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",a,-0.033269573003053665,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",lag,-0.033230382949113846,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁ku,0.1268160045146942,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁?,0.06230353191494942,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁Bill,0.13095761835575104,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁no,-0.07408367842435837,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁,0.11295086145401001,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",.,0.29260164499282837,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁Was,-0.11308284848928452,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁&,-0.0437227226793766,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",amp,-0.14462554454803467,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",;,-0.023560071364045143,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁,-0.041830286383628845,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",",",0.18037119507789612,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁no,0.22002166509628296,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁one,0.2505478262901306,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁come,0.07129906862974167,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁for,0.14337551593780518,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁reading,0.005192056763917208,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁then,0.1516982465982437,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁how,0.23426328599452972,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁you,0.06191302835941315,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁assume,-0.20134931802749634,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁reading,0.01578519120812416,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁more,-0.18287788331508636,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁than,-0.03825479745864868,neutral,anger
"lockdown me electricity bill maff to door ki bat hai pspck k bill same date k hai may ke but due date may alag-alag ku? Bill no. Was &amp; , no one come for reading then how you assume reading more than ? Please correct it",▁?,0.14156152307987213,neutral,anger
