text,label,text_clean
Meri wish he sadaf ji or unke bacho Ko dekhne ki kash dekh SKU kisi zariye such a brave lady I am so so so inspired & proud of u sadaf ji lots of wishes & love,happy,Meri wish he sadaf ji or unke bacho Ko dekhne ki kash dekh SKU kisi zariye such a brave lady I am so so so inspired & proud of u sadaf ji lots of wishes & love
Badshah raftar taket it easy guru ji aagye hai,neutral,Badshah raftar taket it easy guru ji aagye hai
Bhai aap ko the great wall of china ki story pe video banani chahie ok please,neutral,Bhai aap ko the great wall of china ki story pe video banani chahie ok please
Assalam o alaikum I want Qmobile Z9 Agar kesi bhai ky pas Z9 mobile achi halt mai ho tu please contact me My Number for text is :# Lahore,neutral,Assalam o alaikum I want Qmobile Z9 Agar kesi bhai ky pas Z9 mobile achi halt mai ho tu please contact me My Number for text is :# Lahore
bhai its in need.... hmm aaj ye ordinance hm sbko preshan krega but future bahuut achha hoga agr yogi baba ka trick kaam kr gya to.... its plan to impress foreign companies to invest in UP,neutral,bhai its in need.... hmm aaj ye ordinance hm sbko preshan krega but future bahuut achha hoga agr yogi baba ka trick kaam kr gya to.... its plan to impress foreign companies to invest in UP
Aoa brothers mje huawei yIII2 ka lcd panel chahea,neutral,Aoa brothers mje huawei yIII2 ka lcd panel chahea
"Not applicable in Pakistan.. Yahan sub for sale hin.. Investigative reporting hi he ni, news caster, anchors, yahan danishwar, mahir moshiyat, deni scholers or Pata ni Kia Kia banay bethy hin, Halan k Kabhi ghar say nikaltay he ni.. Cycle say BMW, Mercedes in few days.",sad,"Not applicable in Pakistan.. Yahan sub for sale hin.. Investigative reporting hi he ni, news caster, anchors, yahan danishwar, mahir moshiyat, deni scholers or Pata ni Kia Kia banay bethy hin, Halan k Kabhi ghar say nikaltay he ni.. Cycle say BMW, Mercedes in few days."
Shukar hay kay ham muslim hay we r sooo lucky,happy,Shukar hay kay ham muslim hay we r sooo lucky
Bus twitter twitter khelna police walon Malik RIAZ par hath daltay howay ungliyun ko falij ho jata hai na...,anger,Bus twitter twitter khelna police walon Malik RIAZ par hath daltay howay ungliyun ko falij ho jata hai na...
: Pakistani parents go fron *How can you buy stuffs online just by looking at them* to *Beta ye kuch larki/larkun ki pics ha,neutral,: Pakistani parents go fron *How can you buy stuffs online just by looking at them* to *Beta ye kuch larki/larkun ki pics ha
Sir please mujhe bhi de digiye. Nokri se march ko hi company ne nikal dia hai.,neutral,Sir please mujhe bhi de digiye. Nokri se march ko hi company ne nikal dia hai.
King of Wrap & Music is Back . Badshah ab nikal le tu bai,neutral,King of Wrap & Music is Back . Badshah ab nikal le tu bai
Aaj kal hony lag rahi hai kaafi regions main.....shukar humaary area mai nh hoti itni,neutral,Aaj kal hony lag rahi hai kaafi regions main.....shukar humaary area mai nh hoti itni
Okay Joa simran Jee lo apni Zindagi,neutral,Okay Joa simran Jee lo apni Zindagi
"#_JEJOINING agli baar bhi aaegi bjp sarkaar , agar jaldi khatam karoge je ki joining ka intazaar Please sir we request you to give us joining as soon as possible . We are eagerly waiting to serve our state",neutral,"_JEJOINING agli baar bhi aaegi bjp sarkaar , agar jaldi khatam karoge je ki joining ka intazaar Please sir we request you to give us joining as soon as possible . We are eagerly waiting to serve our state"
"""Tujhay kha jau may sari ki sari"".... I tell this to my girlfriend...",neutral,"""Tujhay kha jau may sari ki sari"".... I tell this to my girlfriend..."
Bus -10 log hai. Baaki koi nahin puchta apne ko.,neutral,Bus -10 log hai. Baaki koi nahin puchta apne ko.
ye polish nhi ese aap gunda choor badmas and dalal kaha sakte hai.,anger,ye polish nhi ese aap gunda choor badmas and dalal kaha sakte hai.
ABSOLUTELY GREAT VEDIO. . BHAI AP wonder of the world py b VEDIO bnahien na. Specialy TAJ MAHAL OR WALL OF CHINA KI HISTORY PR,happy,ABSOLUTELY GREAT VEDIO. . BHAI AP wonder of the world py b VEDIO bnahien na. Specialy TAJ MAHAL OR WALL OF CHINA KI HISTORY PR
abhi ke time me isse bada koi news nahi hai aajtak ke liye.,neutral,abhi ke time me isse bada koi news nahi hai aajtak ke liye.
Oh bhai ue actress ka e ghr h,neutral,Oh bhai ue actress ka e ghr h
"Han bhai wohi soch rha hun, pr yaar ak aur kaam kr sakte apna software banaate han jo in sub se acha ho, kya khta ha?!",neutral,"Han bhai wohi soch rha hun, pr yaar ak aur kaam kr sakte apna software banaate han jo in sub se acha ho, kya khta ha?!"
Hasham Bhai yaar raat ko video dekh li dar lg gaya Hahaha other wise great work,happy,Hasham Bhai yaar raat ko video dekh li dar lg gaya Hahaha other wise great work
"Sir As We All Know About Fb,Google, Snapchat Etc But Youtube k bare me Bohat Kam Log Janty Hai k ye ksy shoru howa Etc .. Es per Be Agr Ek Video ho jae tu Acha ho ga ..",neutral,"Sir As We All Know About Fb,Google, Snapchat Etc But Youtube k bare me Bohat Kam Log Janty Hai k ye ksy shoru howa Etc .. Es per Be Agr Ek Video ho jae tu Acha ho ga .."
Yo yo back again with superb style sher kvi ghaas nhi khata,happy,Yo yo back again with superb style sher kvi ghaas nhi khata
Ye vn ka Kya scene hei,neutral,Ye vn ka Kya scene hei
#how is this. . Story. #yyhs k video m babes n ho aisa ho hi nhi sakta,neutral,how is this. . Story. yyhs k video m babes n ho aisa ho hi nhi sakta
King is back ab roar sunayi denge bssss,neutral,King is back ab roar sunayi denge bssss
I think we should respect the decision of our PM and other institutes...lockdown wese bhi kr k dekh liye sirf gareeb log pis rhe hain lockdown m ab ye smart hai ya handsome bs gareeb ka karobaar khula yahi boht hai,happy,I think we should respect the decision of our PM and other institutes...lockdown wese bhi kr k dekh liye sirf gareeb log pis rhe hain lockdown m ab ye smart hai ya handsome bs gareeb ka karobaar khula yahi boht hai
"Arre bahut bhole hain aap log. Joh bina news padhe, bina apna dimaag lagaye, kuch bhi maan lete hain. Employment generation ka matlab yeh nahin hota ki govt companies kholni hain Existing system mein kitni improvement aayi hai yeh dekha jaata hai",neutral,"Arre bahut bhole hain aap log. Joh bina news padhe, bina apna dimaag lagaye, kuch bhi maan lete hain. Employment generation ka matlab yeh nahin hota ki govt companies kholni hain Existing system mein kitni improvement aayi hai yeh dekha jaata hai"
Covid-19 shaaid EOBI waly ly k aye Hain Jo sari dunya ko paisy diye ja rhy Hain ar bechary EOBI waloun ki barhi Hui pension b waps / sy / kr di gyi hai sir iska b bta dain k unka Kya qasoor hai wo bechary khush huye sth he km kr k / di why?,neutral,Covid-19 shaaid EOBI waly ly k aye Hain Jo sari dunya ko paisy diye ja rhy Hain ar bechary EOBI waloun ki barhi Hui pension b waps / sy / kr di gyi hai sir iska b bta dain k unka Kya qasoor hai wo bechary khush huye sth he km kr k / di why?
ish song ko Jb bhi suntaa hu bsss ronaa aata hhh I lv this song,sad,ish song ko Jb bhi suntaa hu bsss ronaa aata hhh I lv this song
Nice job but aap yeh batana bhool gaye ke aus ke captain ne aalah ko challenge kya nha ke wo bhe yeh jahaz nahi duba sakta allah ne bhe ause jaga par wo baraf ka pahar lagaya AUSTAGFIRLLAH,happy,Nice job but aap yeh batana bhool gaye ke aus ke captain ne aalah ko challenge kya nha ke wo bhe yeh jahaz nahi duba sakta allah ne bhe ause jaga par wo baraf ka pahar lagaya AUSTAGFIRLLAH
Awsome song yo yo honey singh rap to bawal hai honey sir ki plzz share,happy,Awsome song yo yo honey singh rap to bawal hai honey sir ki plzz share
Gobar jab chidiya chug gayi khet din lockdown mein khatam ho gaye Ab to bussiness man ke liye hai garib to ghar gaya ya mar gaya,sad,Gobar jab chidiya chug gayi khet din lockdown mein khatam ho gaye Ab to bussiness man ke liye hai garib to ghar gaya ya mar gaya
Hum is liye na ker sakay kyun kay is #MardEMujahid ne is qabil na choora government kay baad #Pakistan ko kay kuch ker sake,anger,Hum is liye na ker sakay kyun kay is MardEMujahid ne is qabil na choora government kay baad Pakistan ko kay kuch ker sake
Aur Khan sb Hum PTI walon per allegation hai k PTI govt n Kashmir ka Sauda kya hai.. how v can justify them ??,neutral,Aur Khan sb Hum PTI walon per allegation hai k PTI govt n Kashmir ka Sauda kya hai.. how v can justify them ??
Paidal jane wale hi corona le kar bharat aaye the ? Kitne paidal jane wale logo ko corona huaa hai ?,neutral,Paidal jane wale hi corona le kar bharat aaye the ? Kitne paidal jane wale logo ko corona huaa hai ?
aap ko sharam ni aayi esi nich harkat krte hue.aap kese kisi aurat k baare m esa bol skti h.kya bjp wale ladies ki izzat krna bhul gye h ya kbhi krni hi nhi sikhi bjp walo ne.Bas fake news chlao aur khuch baski ni h bjp ke.,anger,aap ko sharam ni aayi esi nich harkat krte hue.aap kese kisi aurat k baare m esa bol skti h.kya bjp wale ladies ki izzat krna bhul gye h ya kbhi krni hi nhi sikhi bjp walo ne.Bas fake news chlao aur khuch baski ni h bjp ke.
"Murad Saeed: ""New York to follow Imran Khan's model of smart lockdown."" Lagta hai Murad nay Bahria Town mein asli Statue of Liberty daikh kar ussey New York samajh liya hai",happy,"Murad Saeed: ""New York to follow Imran Khan's model of smart lockdown."" Lagta hai Murad nay Bahria Town mein asli Statue of Liberty daikh kar ussey New York samajh liya hai"
ye bc dislikes wale chutiye kon h,anger,ye bc dislikes wale chutiye kon h
King aa gya . Hit like for king,neutral,King aa gya . Hit like for king
BC politics na khel FIR tum logo ny karani h Bozdar ny nahi,anger,BC politics na khel FIR tum logo ny karani h Bozdar ny nahi
Aur politicans ??? Wo Kon sa qanoon follow kartay hai kitne ghareebo love apni gari ke neeche rond dete hai,anger,Aur politicans ??? Wo Kon sa qanoon follow kartay hai kitne ghareebo love apni gari ke neeche rond dete hai
I m using this phone I buyed it in start just in Lajwab phone ha Kal mainay YouTube pe iska water proof test diakha I m surprised,happy,I m using this phone I buyed it in start just in Lajwab phone ha Kal mainay YouTube pe iska water proof test diakha I m surprised
ye sab fake call Numbers hai ye reletive bankr logo k account se paise nikal rhe h. please shear everyone group.,neutral,ye sab fake call Numbers hai ye reletive bankr logo k account se paise nikal rhe h. please shear everyone group.
I wish k ap pakistan k top youtubers me say No pay a jao. Love your videos bro keep it up,happy,I wish k ap pakistan k top youtubers me say No pay a jao. Love your videos bro keep it up
Bohot Khoob Bhaijaan. Kya Pakda hai aapne. Mai aaj tak is video ko Real Samajh Raha Tha. But Now I have to think about it. Allah Hafiz,happy,Bohot Khoob Bhaijaan. Kya Pakda hai aapne. Mai aaj tak is video ko Real Samajh Raha Tha. But Now I have to think about it. Allah Hafiz
yaar bhi music na lagae karo thanks! Nice Work,happy,yaar bhi music na lagae karo thanks! Nice Work
"""Daddy issues"" is the essence of Freud's theory of sexuality. Kehna kya chah raha hay?",neutral,"""Daddy issues"" is the essence of Freud's theory of sexuality. Kehna kya chah raha hay?"
Logon ke karobar zaroori hein ager logo ke qarobar nehi chulen ge to rozi roti kese kumain ge Exams na hone ke huq mein pore mulk ke % students hein her Kisi ko apni Jan ki perwa he exams ki nehi.,neutral,Logon ke karobar zaroori hein ager logo ke qarobar nehi chulen ge to rozi roti kese kumain ge Exams na hone ke huq mein pore mulk ke % students hein her Kisi ko apni Jan ki perwa he exams ki nehi.
Yeh gaana main bomba vi nachega I like this!,happy,Yeh gaana main bomba vi nachega I like this!
"its a pandemic.\, app compare kar rahay hain Pakistan ko super powers say.. jin ka donation package he trillions dollars ka hai... Or Pakistan pehlay say he farigh hai... wo bachpan mai suntay thay.. aik baat karaz kay neechay aa jao to naslain utaarti hain.. ye he ho raha hai",sad,"its a pandemic.\, app compare kar rahay hain Pakistan ko super powers say.. jin ka donation package he trillions dollars ka hai... Or Pakistan pehlay say he farigh hai... wo bachpan mai suntay thay.. aik baat karaz kay neechay aa jao to naslain utaarti hain.. ye he ho raha hai"
Spotify me available hai.. jeh link mat dalo... Thanks,neutral,Spotify me available hai.. jeh link mat dalo... Thanks
: Im always with u or I m proud of u Sudhir sir big fan of u !! Keep growing sir !! Pura India,neutral,: Im always with u or I m proud of u Sudhir sir big fan of u !! Keep growing sir !! Pura India
Same aisa waqai mai hai,neutral,Same aisa waqai mai hai
rap ka god apna sher one and only yo yo honey singh,neutral,rap ka god apna sher one and only yo yo honey singh
Kitne mile waise tweet ke....kahin ka forwarded hai,neutral,Kitne mile waise tweet ke....kahin ka forwarded hai
Abe puncture wale Tourist visa lekar kuch aur kaam karna allowed hota hai ?,neutral,Abe puncture wale Tourist visa lekar kuch aur kaam karna allowed hota hai ?
Saray chore aur dakooo hakoomat main hain. Kunjer logwon ka akhatah hay pti. Bajwa ka kutta Niazi hay aur Niazi k katooray hain pti walay. Na murd aur khusray pti main hain bajiyan frowsh pti. Bajwa ko bajiyan daiker seat jeetay pti walay khud saray harrami hain bajiyan frowsh.,anger,Saray chore aur dakooo hakoomat main hain. Kunjer logwon ka akhatah hay pti. Bajwa ka kutta Niazi hay aur Niazi k katooray hain pti walay. Na murd aur khusray pti main hain bajiyan frowsh pti. Bajwa ko bajiyan daiker seat jeetay pti walay khud saray harrami hain bajiyan frowsh.
Plz face review banao na yaar plz i request u,neutral,Plz face review banao na yaar plz i request u
"iss lockdown mai bhi train or aeroplane nahi chalna padta or jo rupees logo ko ek place se dusre place pahuchane mai kharcha kiya hai wo Nhi hota, or factory or showroom khole aaj bhi jaa rahe hai lakin kuch factory wale jinki labour bahar ki hai",neutral,"iss lockdown mai bhi train or aeroplane nahi chalna padta or jo rupees logo ko ek place se dusre place pahuchane mai kharcha kiya hai wo Nhi hota, or factory or showroom khole aaj bhi jaa rahe hai lakin kuch factory wale jinki labour bahar ki hai"
Koi isko nashe se bahar nikal do Ya phir politics se bahar nikal do Please Ye kya bolta hai isko repeat karne ko kah do yeh nahi kar paayega Poor Chap Maa ki sitam ka maara,anger,Koi isko nashe se bahar nikal do Ya phir politics se bahar nikal do Please Ye kya bolta hai isko repeat karne ko kah do yeh nahi kar paayega Poor Chap Maa ki sitam ka maara
haryana government ne train ke advance paise diye h railway ko.. train ab tak jaa chuki hai.. route pe harayan roadway ki buses alag alag state bheji ja rahi hai,neutral,haryana government ne train ke advance paise diye h railway ko.. train ab tak jaa chuki hai.. route pe harayan roadway ki buses alag alag state bheji ja rahi hai
kis kis ne ye song share kra h,neutral,kis kis ne ye song share kra h
"sir request you to continue lockdown beyond th may you are doing great please dont get into absurd remarks and questions. ""Kuch to log kahengey logon kam hai kehna..""",neutral,"sir request you to continue lockdown beyond th may you are doing great please dont get into absurd remarks and questions. ""Kuch to log kahengey logon kam hai kehna.."""
lakh crore mein se har kisi ko -2 lakh bhi cash mil jaye toh agle mahine aaraam se nikal sakte hain...mera hisaab theek haina? #Lockdown #StayHomeStaySafe,neutral,lakh crore mein se har kisi ko -2 lakh bhi cash mil jaye toh agle mahine aaraam se nikal sakte hain...mera hisaab theek haina? Lockdown StayHomeStaySafe
"Jaha buses ke sath struggle krti rah gayi wahi ko koi dikkat nai hui. ka ye statement ki aap ka poster laga laga lo Lekin bus use kar lo, ab suspicious lag raha. Kya aaplog sirf apna hi sochte hai. #shameful",anger,"Jaha buses ke sath struggle krti rah gayi wahi ko koi dikkat nai hui. ka ye statement ki aap ka poster laga laga lo Lekin bus use kar lo, ab suspicious lag raha. Kya aaplog sirf apna hi sochte hai. shameful"
Wow what a nice song. And voice. That's wrong Kese ko esa dhoka be mat do ke to Pagal ho jaya,neutral,Wow what a nice song. And voice. That's wrong Kese ko esa dhoka be mat do ke to Pagal ho jaya
aapki har video badiya hai love from india bro,happy,aapki har video badiya hai love from india bro
Bhai aflatoon aur asacrat ke upper video banao na please they were philosopher,neutral,Bhai aflatoon aur asacrat ke upper video banao na please they were philosopher
Time time ka game hai boss And Video is nice,neutral,Time time ka game hai boss And Video is nice
Koi download mat karna sab YouTube pe suno bhaiyo million jaldi se pahuchna hai,neutral,Koi download mat karna sab YouTube pe suno bhaiyo million jaldi se pahuchna hai
Bhai batain krna bht asaan hoti han. Kr k dekhana bara mushkil hota ha or time driven hota ha. To sabar se kam lo or media malik riaz ka apna Aap news band o gya ha. Or baqi malik riaaz abhe itna ameer ni hua k ek state ki fouj ko e khareed le.,neutral,Bhai batain krna bht asaan hoti han. Kr k dekhana bara mushkil hota ha or time driven hota ha. To sabar se kam lo or media malik riaz ka apna Aap news band o gya ha. Or baqi malik riaaz abhe itna ameer ni hua k ek state ki fouj ko e khareed le.
Aur ab rain bhi fall ho rhi hai.,neutral,Aur ab rain bhi fall ho rhi hai.
Million subscribe ho gaye means video banana chood diya kya unsubscribing U,anger,Million subscribe ho gaye means video banana chood diya kya unsubscribing U
"yeh agya apna sher, shikari ke amdaaz mai. amazing yo yo , King is back, roar",happy,"yeh agya apna sher, shikari ke amdaaz mai. amazing yo yo , King is back, roar"
Kab view badh gaya bhaiyo,neutral,Kab view badh gaya bhaiyo
Independent life better hai jails se,neutral,Independent life better hai jails se
"Background me congress ka koi office lagta hai , aur ghar bhi kisi ViP ka Needy person isi ghar me rahta tha kya ???",neutral,"Background me congress ka koi office lagta hai , aur ghar bhi kisi ViP ka Needy person isi ghar me rahta tha kya ???"
Ab aage kya.....supreme court ya final decision he yeh...sir,neutral,Ab aage kya.....supreme court ya final decision he yeh...sir
mai apna infinix smart hd sale krna chahta hon...with month warnty .daba charger or head phone k sath..warnty card b available hy..contect no,neutral,mai apna infinix smart hd sale krna chahta hon...with month warnty .daba charger or head phone k sath..warnty card b available hy..contect no
p pehly b azad hi thy pehly b apny apna ghatiya pan dikhaya howa hy ap b dikha dy ghatiya insan issy zada ker b kia sakta hy Jin ki siyasat hi ghatiya ho to wo esi hi herkaty kerty hy Leader to bahga howa court sy najaiz bachi k case me or khud nikla ho harassment case me,anger,p pehly b azad hi thy pehly b apny apna ghatiya pan dikhaya howa hy ap b dikha dy ghatiya insan issy zada ker b kia sakta hy Jin ki siyasat hi ghatiya ho to wo esi hi herkaty kerty hy Leader to bahga howa court sy najaiz bachi k case me or khud nikla ho harassment case me
To kia is sy kch hasil ho ga? Awam ko insaf to dy ni skty or chly hn corruption ka khaatma krny Mafad parasti k siwa or kuch ni kia kisi government ny aj tk Itny hoty agr recent plane crash ki investigation complete ho chuki hoti,anger,To kia is sy kch hasil ho ga? Awam ko insaf to dy ni skty or chly hn corruption ka khaatma krny Mafad parasti k siwa or kuch ni kia kisi government ny aj tk Itny hoty agr recent plane crash ki investigation complete ho chuki hoti
mre pass oneplus ha .ram rom agr koye bhai excgange krna chy to,neutral,mre pass oneplus ha .ram rom agr koye bhai excgange krna chy to
Modi rs Pakistan itna Paisa hota hi nahi hai ! . . . #Narendermodi #Modi #Afghanistan #lockdown #PakistanMaangeWar #PakArmy #Pakistanradio,neutral,Modi rs Pakistan itna Paisa hota hi nahi hai ! . . . Narendermodi Modi Afghanistan lockdown PakistanMaangeWar PakArmy Pakistanradio
Baap se puchh prove kare tum uska nalayak ho,neutral,Baap se puchh prove kare tum uska nalayak ho
"Hmmh.. thoda bhut chhota mota kaam krne se khud ko actor btane wale devoleena ghar ghar me famous hai , she is popular tv actress chle aaye publicity stunt krne kaun ho tm tmhe janta kaun hai, bhram se niklokoi nhi janta tmhe na tmhare kaam ko",anger,"Hmmh.. thoda bhut chhota mota kaam krne se khud ko actor btane wale devoleena ghar ghar me famous hai , she is popular tv actress chle aaye publicity stunt krne kaun ho tm tmhe janta kaun hai, bhram se niklokoi nhi janta tmhe na tmhare kaam ko"
Agar kisi k pas rawalpindi/islamabad sy z2 pro ka original charger for sale hy to plz contact me My WhatsApp:,neutral,Agar kisi k pas rawalpindi/islamabad sy z2 pro ka original charger for sale hy to plz contact me My WhatsApp:
Pehli baat o yh hai ke hmaray Pakistan mn koi b hindu muslim christin nhi hi sb Pakistani hain or rhi baat muslims ke smjhny ki to unhn pehly yh etemaad to dilao ke wo b usi country mn rehty hain phir bolain gy zaroor tum logon ke haq mn,sad,Pehli baat o yh hai ke hmaray Pakistan mn koi b hindu muslim christin nhi hi sb Pakistani hain or rhi baat muslims ke smjhny ki to unhn pehly yh etemaad to dilao ke wo b usi country mn rehty hain phir bolain gy zaroor tum logon ke haq mn
Sir I am harsh Yadav staff nurse. Rohini me crown plaza Rohini east yeha gym and wine shop open hai please stop this matter I request you.,neutral,Sir I am harsh Yadav staff nurse. Rohini me crown plaza Rohini east yeha gym and wine shop open hai please stop this matter I request you.
Dar Mat Me Nahi Illuminati! Fav Line Pajji! Welcome Back!,happy,Dar Mat Me Nahi Illuminati! Fav Line Pajji! Welcome Back!
Qz9 plus board is awailable in lahore any body contact me who required.,neutral,Qz9 plus board is awailable in lahore any body contact me who required.
Anju hi ek doosre ko follow kar ke number badhane se behtar kya yeh nahin ho ga ki log achchi tweets karen. Intelligent comment or rebuttal karen. Followers badh hi jayen ge.,neutral,Anju hi ek doosre ko follow kar ke number badhane se behtar kya yeh nahin ho ga ki log achchi tweets karen. Intelligent comment or rebuttal karen. Followers badh hi jayen ge.
"I am not talking about looks... Kch log hmaray liye munafiq hein, magar kisi na kisi k liye achay hun ge... Looks k chkr mein agar para tu meray jaise ko tu koi munh hi na lgaye...",neutral,"I am not talking about looks... Kch log hmaray liye munafiq hein, magar kisi na kisi k liye achay hun ge... Looks k chkr mein agar para tu meray jaise ko tu koi munh hi na lgaye..."
Kabhi to gov se bhi question puch lo madam ...... rahul satta me nahi h ... Jo h unse pucho question ki kya ye . locldown real me lockdown h ? ... Ye sirf naam k lockdown h ?,neutral,Kabhi to gov se bhi question puch lo madam ...... rahul satta me nahi h ... Jo h unse pucho question ki kya ye . locldown real me lockdown h ? ... Ye sirf naam k lockdown h ?
Tum to pura makeup bhi nahi karti hogi ... Eye lids to hain hi nahi tumhare ....,neutral,Tum to pura makeup bhi nahi karti hogi ... Eye lids to hain hi nahi tumhare ....
Follow krne ky bad unfollow karke kya milta he? (10 marks),neutral,Follow krne ky bad unfollow karke kya milta he? (10 marks)
: Geo News PM May Polio ki terah Coronavirus bhe PAKISTAN sea Nahi jaea ga ?? Emam Mask Nahi lagatea Tu woh Namazi ko,neutral,: Geo News PM May Polio ki terah Coronavirus bhe PAKISTAN sea Nahi jaea ga ?? Emam Mask Nahi lagatea Tu woh Namazi ko
yo yo Honey Singh king is comeback kn kn wait kar raha tha king ka,neutral,yo yo Honey Singh king is comeback kn kn wait kar raha tha king ka
i think my phone is addicted to me saala chipka rehta hai haath se,happy,i think my phone is addicted to me saala chipka rehta hai haath se
Shukar karo allah ka keh hum wahan peda nahi huwe actually pakistan is way more better than that country feeling proud,happy,Shukar karo allah ka keh hum wahan peda nahi huwe actually pakistan is way more better than that country feeling proud
Salam Koi be dost agar ye mobile warranty aur full box k sath sale karna chahta hai. Contact me . Rawalpindi Islamabad,neutral,Salam Koi be dost agar ye mobile warranty aur full box k sath sale karna chahta hai. Contact me . Rawalpindi Islamabad
"Lockdown me bra nahi pehnegi chalega , personal hygiene sune ho kabhi , shave kar lo free me baal bhi le aayi , dhaniye k saath .",happy,"Lockdown me bra nahi pehnegi chalega , personal hygiene sune ho kabhi , shave kar lo free me baal bhi le aayi , dhaniye k saath ."
Jo bhi Yo Yo Honey Singh ka fan h hit the like button,neutral,Jo bhi Yo Yo Honey Singh ka fan h hit the like button
Corona PTI se darta hai. Sharam inn ko magar nae aati,neutral,Corona PTI se darta hai. Sharam inn ko magar nae aati
request to all please subscribe my channel Muje ap ki support chahye mere chanel ko subscribe like or share kr de .,neutral,request to all please subscribe my channel Muje ap ki support chahye mere chanel ko subscribe like or share kr de .
"""Ek pal ka jeena, phir to hai jaana"" me at :59 pm with one minute to go before my deadline",neutral,"""Ek pal ka jeena, phir to hai jaana"" me at :59 pm with one minute to go before my deadline"
Uska next convo yeh tha Just mazak hai n project superhit hoga no doubt. Agar Garima ki intentions sahi hoti to pura ss leti,neutral,Uska next convo yeh tha Just mazak hai n project superhit hoga no doubt. Agar Garima ki intentions sahi hoti to pura ss leti
Oho uncle baat yeh hai k mainy nhi kiya mjy lga k shayid apny yani uncle ahaan ny kiya hai,neutral,Oho uncle baat yeh hai k mainy nhi kiya mjy lga k shayid apny yani uncle ahaan ny kiya hai
Or mjhe Laga afshi kio raz afshaa kerney Lagi hai,neutral,Or mjhe Laga afshi kio raz afshaa kerney Lagi hai
Kya song ha yeh jani,happy,Kya song ha yeh jani
Kis kis ko wait tha honey sir ka like kare,neutral,Kis kis ko wait tha honey sir ka like kare
": Listening rd time in a row to "" Jis Raah Pe, Hai Ghar Tera """,neutral,": Listening rd time in a row to "" Jis Raah Pe, Hai Ghar Tera """
Phir tum faiza beauty careem use kro,neutral,Phir tum faiza beauty careem use kro
very nice song par kuch samaj main hi nahi aya,neutral,very nice song par kuch samaj main hi nahi aya
Me ny aaj apny bhai ko yeh mobile lay k dia hai sirf rubay ka.......mujhy bohut passand aya,happy,Me ny aaj apny bhai ko yeh mobile lay k dia hai sirf rubay ka.......mujhy bohut passand aya
is molvi ka software update hone wala he....aik dafa to army ne kia tha....lagta he jaldi dobara bulain ge,anger,is molvi ka software update hone wala he....aik dafa to army ne kia tha....lagta he jaldi dobara bulain ge
Video awesome he funny he par careem itni fast nae he bekar he Ghanta lag jata he address samjha samjha kr par samjh Ata nae,happy,Video awesome he funny he par careem itni fast nae he bekar he Ghanta lag jata he address samjha samjha kr par samjh Ata nae
haan hamare mein bhi czn ki hoi uske bad abhi tak kisi ne kaha nai kahe ga to ho jaye gi xD,happy,haan hamare mein bhi czn ki hoi uske bad abhi tak kisi ne kaha nai kahe ga to ho jaye gi xD
Agree imtiaz ali is overrated screen writer he is good at using words he has given very good successful films Jub we met Love aj kal Cocktail,neutral,Agree imtiaz ali is overrated screen writer he is good at using words he has given very good successful films Jub we met Love aj kal Cocktail
Sir Baat wo nahi mai celibrity nahi hu mai sirf ek private job karta hu Kohli ek celibrity hai croro rupaye ek add se le lete hai...agar wo aage aate aur kuch help karte ground level pe to achha lagta sirf kohli nahi..Amir Dhoni Saif etc....,neutral,Sir Baat wo nahi mai celibrity nahi hu mai sirf ek private job karta hu Kohli ek celibrity hai croro rupaye ek add se le lete hai...agar wo aage aate aur kuch help karte ground level pe to achha lagta sirf kohli nahi..Amir Dhoni Saif etc....
May qmobile infinity c bachna chata hu month use kiya hai agar lahore may kisi nay lena hai to rabta karay Rs final price hai,neutral,May qmobile infinity c bachna chata hu month use kiya hai agar lahore may kisi nay lena hai to rabta karay Rs final price hai
"Modi ji: ""Wo lamhe wo corona Koi na jaane thi kaisa tha yeh lockdown Hooo barsaatein lockdown ki Wo lockdown ki yaade Na main jaanoun Na tu jaane aaah Kaisa hai ye lockdown ka mausam Koi na jaane kahi Se hai yeh corona ki fizaa""",happy,"Modi ji: ""Wo lamhe wo corona Koi na jaane thi kaisa tha yeh lockdown Hooo barsaatein lockdown ki Wo lockdown ki yaade Na main jaanoun Na tu jaane aaah Kaisa hai ye lockdown ka mausam Koi na jaane kahi Se hai yeh corona ki fizaa"""
Jo log chahty ha school re open hon wo sb private school owner hai. Agr bachy infected huy to ye ilaaj ka khrcha de gy agr bache ko kuch ho jta to fir b in pr kati jaye,neutral,Jo log chahty ha school re open hon wo sb private school owner hai. Agr bachy infected huy to ye ilaaj ka khrcha de gy agr bache ko kuch ho jta to fir b in pr kati jaye
yaa song sach bhut pyara hai mujhe ya song kisi na dedicate kiya tha OR first time usne hi sunaya tha... but aaj wo mere Sath nhi hai.. lakin jab Mai ya song sunti hu mujhe uski yaad aati hai I really miss uh....,neutral,yaa song sach bhut pyara hai mujhe ya song kisi na dedicate kiya tha OR first time usne hi sunaya tha... but aaj wo mere Sath nhi hai.. lakin jab Mai ya song sunti hu mujhe uski yaad aati hai I really miss uh....
Great video.....kaash ek doosry kay liye yahi pyar aur hamdardi ka jazba hamesha kay liye kayam ho jaata.....kaash,neutral,Great video.....kaash ek doosry kay liye yahi pyar aur hamdardi ka jazba hamesha kay liye kayam ho jaata.....kaash
